agency_name,city,state,agency_type,agency_latitude,agency_longitude,ft_sworn,agency_population,validated_week_name,record_month,validated_day,record_year
Colorado School Of Mines Department Of Public Safety,Golden,CO,Special Jurisdiction,39.748127,-105.21984,8,9,Tuesday,July,24,2018
Pikes Peak Community College Public Safety Department - Centennial Campus,Colorado Springs,CO,Special Jurisdiction,38.764214,-104.78693,16,18,Tuesday,July,24,2018
Jasper Police Department,Jasper,GA,Local Police Department,34.470192,-84.42474,12,14,Wednesday,August,15,2018
Tensas Parish Sheriffs Department / Tensas Parish Jail,Saint Joseph,LA,Sheriff'S Office,31.914513,-91.23707,12,32,Wednesday,February,13,2019
Jackson Parish Sheriff Department / Jackson Parish Jail,Jonesboro,LA,Sheriff'S Office,32.24024,-92.71599,105,105,Thursday,February,14,2019
Sabine Parish Sheriffs Department / Sabine Parish Womens Jail,Many,LA,Sheriff'S Office,31.567343,-93.48377,71,71,Friday,February,15,2019
Bossier Parish Sheriffs Office - Benton - Substation,Benton,LA,Sheriff'S Office,32.731457,-93.73304,300,369,Tuesday,February,12,2019
Richland Parish Sheriff,Rayville,LA,Sheriff'S Office,32.476826,-91.7592,150,150,Friday,February,15,2019
Grant Parish Sheriffs Department,Colfax,LA,Sheriff'S Office,31.515942,-92.712204,45,70,Thursday,February,14,2019
Lafayette Parish Sheriffs Department,Lafayette,LA,Sheriff'S Office,30.223108,-92.02161,367,615,Thursday,February,14,2019
Catahoula Parish Sheriffs Department / Catahoula Parish Jail,Harrisonburg,LA,Sheriff'S Office,31.771744,-91.82148,18,37,Wednesday,February,13,2019
Morehouse Parish Sheriffs Department,Bastrop,LA,Sheriff'S Office,32.77575,-91.912796,38,157,Wednesday,February,13,2019
Saint Bernards Parish Sheriffs Department,Chalmette,LA,Sheriff'S Office,29.941334,-89.97357,189,275,Friday,February,15,2019
Acadia Parish Sheriffs Department / Acadia Parish Jail,Crowley,LA,Sheriff'S Office,30.20763,-92.39865,105,105,Tuesday,February,12,2019
Mendocino County Sheriffs Office / Mendocino County Jail,Ukiah,CA,Sheriff'S Office,39.160286,-123.21971,77,170,Monday,July,16,2018
Cambridge Police Department,Cambridge,MA,Local Police Department,42.367226,-71.08627,272,314,Thursday,September,6,2018
Springfield Police Department - Headquarters,Springfield,MA,Local Police Department,42.10838,-72.585815,464,565,Thursday,September,6,2018
Amesbury Police Department,Amesbury,MA,Local Police Department,42.856133,-70.93375,32,39,Thursday,September,6,2018
Cohasset Police Department,Cohasset,MA,Local Police Department,42.24076,-70.79899,16,20,Thursday,September,6,2018
Southborough Police Department,Southborough,MA,Local Police Department,42.306736,-71.52767,16,21,Thursday,September,6,2018
Groveland Police Department,Groveland,MA,Local Police Department,42.76801,-71.024124,8,11,Thursday,September,6,2018
Sturbridge Police Department,Sturbridge,MA,Local Police Department,42.11147,-72.084366,18,23,Thursday,September,6,2018
Middleboro Police Department,Middleboro,MA,Local Police Department,41.893353,-70.90746,40,44,Thursday,September,6,2018
Salisbury Police Department,Salisbury,MA,Local Police Department,42.841526,-70.81809,16,21,Thursday,September,6,2018
Amherst Police Department,Amherst,MA,Local Police Department,42.3756,-72.51719,48,65,Thursday,September,6,2018
Sandwich Police Department,Sandwich,MA,Local Police Department,41.76192,-70.495804,34,35,Thursday,September,6,2018
Beverly Police Department,Beverly,MA,Local Police Department,42.547817,-70.87859,69,74,Thursday,September,6,2018
Barnstable Police Department,Hyannis,MA,Local Police Department,41.6753,-70.312225,110,130,Thursday,September,6,2018
Erving Police Department,Erving,MA,Local Police Department,42.590405,-72.48974,4,4,Thursday,September,6,2018
Aquinnah Police Department,Aquinnah,MA,Local Police Department,41.343346,-70.81336,4,4,Thursday,September,6,2018
Lincoln Police Department,Lincoln,MA,Local Police Department,42.41317,-71.3296,13,14,Thursday,September,6,2018
Carlisle Police Department,Carlisle,MA,Local Police Department,42.530388,-71.34912,10,15,Thursday,September,6,2018
Andover Police Department,Andover,MA,Local Police Department,42.65808,-71.14261,53,73,Thursday,September,6,2018
Fairhaven Police Department,Fairhaven,MA,Local Police Department,41.640106,-70.89267,31,38,Thursday,September,6,2018
Medway Police Department,Medway,MA,Local Police Department,42.140278,-71.42559,19,23,Thursday,September,6,2018
Plainville Police Department,Plainville,MA,Local Police Department,42.007553,-71.33702,14,19,Thursday,September,6,2018
Norfolk Police Department,Norfolk,MA,Local Police Department,42.119595,-71.32305,17,19,Thursday,September,6,2018
Oak Bluffs Police Department,Oak Bluffs,MA,Local Police Department,41.457573,-70.556564,15,17,Thursday,September,6,2018
Tyringham Police Department,Tyringham,MA,Local Police Department,42.246162,-73.20451,1,1,Thursday,September,6,2018
Windsor Police Department,Windsor,MA,Local Police Department,42.511047,-73.05753,0,0,Thursday,September,6,2018
Lowell Police Department - Headquarters,Lowell,MA,Local Police Department,42.647118,-71.31375,239,347,Thursday,September,6,2018
Easton Police Department,North Easton,MA,Local Police Department,42.056263,-71.10841,32,42,Thursday,September,6,2018
Barre Police Department,Barre,MA,Local Police Department,42.423244,-72.10882,9,13,Thursday,September,6,2018
Shrewsbury Police Department,Shrewsbury,MA,Local Police Department,42.290783,-71.72265,45,58,Thursday,September,6,2018
Oakham Police Department,Oakham,MA,Local Police Department,42.358032,-72.04939,3,3,Thursday,September,6,2018
Littleton Police Department,Littleton,MA,Local Police Department,42.53804,-71.48373,16,21,Thursday,September,6,2018
Weston Police Department,Weston,MA,Local Police Department,42.36355,-71.30712,26,32,Thursday,September,6,2018
Boylston Police Department,Boylston,MA,Local Police Department,42.328327,-71.75483,10,12,Thursday,September,6,2018
Shutesbury Police Department,Shutesbury,MA,Local Police Department,42.451805,-72.40956,2,2,Thursday,September,6,2018
Franklin Police Department,Franklin,MA,Local Police Department,42.091003,-71.41195,46,57,Thursday,September,6,2018
Malden Police Department,Malden,MA,Local Police Department,42.427303,-71.073,107,122,Thursday,September,6,2018
North Attleboro Police Department,North Attleboro,MA,Local Police Department,41.97874,-71.333694,47,60,Thursday,September,6,2018
Winchester Police Department,Winchester,MA,Local Police Department,42.45326,-71.13585,38,45,Friday,September,7,2018
Halifax Police Department,Halifax,MA,Local Police Department,41.991108,-70.86465,10,12,Friday,September,7,2018
Bridgewater Police Department,Bridgewater,MA,Local Police Department,41.986538,-70.98707,34,35,Friday,September,7,2018
Peru Police Department,Peru,MA,Local Police Department,42.437794,-73.0443,0,0,Friday,September,7,2018
Hopedale Police Department,Hopedale,MA,Local Police Department,42.12941,-71.54033,12,16,Friday,September,7,2018
Rockland Police Department,Rockland,MA,Local Police Department,42.124504,-70.901924,32,38,Friday,September,7,2018
Leominster Police Department,Leominster,MA,Local Police Department,42.527782,-71.760635,71,90,Friday,September,7,2018
Chelmsford Police Department,Chelmsford,MA,Local Police Department,42.62017,-71.367676,50,65,Friday,September,7,2018
Milford Police Department,Milford,MA,Local Police Department,42.138706,-71.520996,45,56,Friday,September,7,2018
Grafton Police Department,Grafton,MA,Local Police Department,42.209656,-71.69331,18,23,Friday,September,7,2018
Rehoboth Police Department,Rehoboth,MA,Local Police Department,41.861786,-71.238106,23,28,Friday,September,7,2018
Swansea Police Department,Swansea,MA,Local Police Department,41.757126,-71.24739,30,36,Friday,September,7,2018
Chilmark Police Department,Chilmark,MA,Local Police Department,41.341724,-70.74568,4,4,Friday,September,7,2018
East Bridgewater Police Department,East Bridgewater,MA,Local Police Department,42.02903,-70.955666,23,26,Friday,September,7,2018
Provincetown Police Department,Provincetown,MA,Local Police Department,42.049065,-70.194084,17,23,Friday,September,7,2018
Kossuth County Sheriffs Department / Kossuth County Jail,Algona,IA,Sheriff'S Office,43.068527,-94.23874,9,24,Wednesday,August,22,2018
Lucas County Sheriffs Department / Lucas County Jail,Chariton,IA,Sheriff'S Office,41.022728,-93.32849,5,13,Thursday,August,23,2018
Nederland Marshal'S Office,Nederland,CO,Constable/Marshal,39.959793,-105.50978,3,4,Wednesday,May,30,2018
California State University - Stanislaus Police Department,Turlock,CA,Special Jurisdiction,37.528137,-120.857445,11,22,Tuesday,July,17,2018
California Parks And Recreation Law Enforcement,Sacramento,CA,Special Jurisdiction,38.575474,-121.49806,645,654,Tuesday,July,17,2018
Solano Community College Police,Fairfield,CA,Special Jurisdiction,38.235878,-122.12246,4,6,Tuesday,July,17,2018
Humboldt State University Police Department,Arcata,CA,Special Jurisdiction,40.87448,-124.079025,14,24,Friday,July,13,2018
Merced Community College Police Department,Merced,CA,Special Jurisdiction,37.33647,-120.4765,3,4,Tuesday,July,17,2018
Sacramento County Sheriffs Department,Sacramento,CA,Sheriff'S Office,38.584816,-121.49553,1409,1894,Tuesday,July,17,2018
East Bay Regional Parks District Police Department,Castro Valley,CA,Special Jurisdiction,37.720734,-122.09499,53,96,Tuesday,July,17,2018
University Of California San Diego Police Department,La Jolla,CA,Special Jurisdiction,32.883045,-117.229706,35,65,Tuesday,July,17,2018
California Parks And Recreation Law Enforcement - Capital District,Sacramento,CA,Primary State Agency,38.58381,-121.50568,-999,-999,Tuesday,July,17,2018
Stanislaus County Sheriffs Department,Modesto,CA,Sheriff'S Office,37.585117,-120.98523,230,607,Wednesday,July,18,2018
Los Angeles County Sheriffs Department,Monterey Park,CA,Sheriff'S Office,34.05959,-118.168335,9461,16602,Wednesday,July,18,2018
Sutter County Sheriffs Department / Sutter County Jail,Yuba City,CA,Sheriff'S Office,39.142864,-121.63835,105,132,Wednesday,July,18,2018
Ventura County Sheriffs Department / Ventura County Jail,Ventura,CA,Sheriff'S Office,34.26931,-119.20924,755,1237,Wednesday,July,18,2018
Nevada County Sheriffs Department,Nevada City,CA,Sheriff'S Office,39.27005,-121.02645,74,199,Wednesday,July,18,2018
Inyo County Sheriffs Office / Inyo County Jail,Independence,CA,Sheriff'S Office,36.79897,-118.19373,39,71,Wednesday,July,18,2018
California State University Police Department - Monterey Bay Campus,Seaside,CA,Special Jurisdiction,36.65516,-121.80435,14,20,Wednesday,July,18,2018
Webster Police Department,Webster,MA,Local Police Department,42.054817,-71.86259,27,31,Friday,September,7,2018
Longmeadow Police Department,Longmeadow,MA,Local Police Department,42.050594,-72.58069,26,31,Friday,September,7,2018
Concord Police Department,Concord,MA,Local Police Department,42.456425,-71.34403,35,51,Friday,September,7,2018
Plymouth Police Department,Plymouth,MA,Local Police Department,41.9336,-70.65657,102,120,Friday,September,7,2018
Montague Police Department,Turners Falls,MA,Local Police Department,42.60949,-72.55501,15,21,Friday,September,7,2018
Somerset Police Department,Somerset,MA,Local Police Department,41.740547,-71.1488,32,38,Friday,September,7,2018
Lee Police Department,Lee,MA,Local Police Department,42.30519,-73.24884,11,12,Friday,September,7,2018
Clarion Police Department,Clarion,IA,Local Police Department,42.73118,-93.73382,7,14,Friday,August,24,2018
West Union Police Department,West Union,IA,Local Police Department,42.95174,-91.81499,4,4,Friday,August,24,2018
Rockwell Police Department,Rockwell,IA,Local Police Department,42.986485,-93.18687,1,1,Friday,August,24,2018
Richmond Police Department,Richmond,CA,Local Police Department,37.91815,-122.349846,165,241,Wednesday,July,18,2018
Antioch Police Department,Antioch,CA,Local Police Department,38.016167,-121.820496,120,172,Friday,July,13,2018
Azusa Police Department,Azusa,CA,Local Police Department,34.13486,-117.90654,63,91,Friday,July,13,2018
Culver City Police Department,Culver City,CA,Local Police Department,34.020798,-118.39514,106,154,Wednesday,July,18,2018
Campbell Police Department,Campbell,CA,Local Police Department,37.28829,-121.94414,43,69,Wednesday,July,18,2018
Sunnyvale Department Of Public Safety,Sunnyvale,CA,Local Police Department,37.370472,-122.040184,210,279,Wednesday,July,18,2018
Redlands Police Department - West Community Policing Station,Redlands,CA,Local Police Department,34.049976,-117.197876,84,135,Thursday,July,19,2018
Suffolk County House Of Correction,Boston,MA,Sheriff'S Office,42.334072,-71.06817,406,1054,Friday,September,7,2018
Norfolk County Sheriffs Office And Correctional Center,Dedham,MA,Sheriff'S Office,42.259953,-71.20851,158,344,Friday,September,7,2018
Appanoose County Law Enforcement Center,Centerville,IA,Sheriff'S Office,40.73531,-92.88558,8,14,Friday,August,24,2018
Epworth Police Department,Epworth,IA,Local Police Department,42.447067,-90.93162,1,1,Tuesday,August,28,2018
Woodward Police Department,Woodward,IA,Local Police Department,41.856476,-93.9225,1,1,Monday,August,27,2018
Van Meter Police Department,Van Meter,IA,Local Police Department,41.53331,-93.95436,1,1,Monday,August,27,2018
Pleasantville Police Department,Pleasantville,IA,Local Police Department,41.387783,-93.26964,2,2,Monday,August,27,2018
Maquoketa Police Department,Maquoketa,IA,Local Police Department,42.069016,-90.668045,11,17,Monday,August,27,2018
Webster City Police Department,Webster City,IA,Local Police Department,42.469147,-93.816345,13,17,Monday,August,27,2018
Alta City Police Department,Alta,IA,Local Police Department,42.672703,-95.30387,3,3,Monday,August,27,2018
Janesville Police Department,Janesville,IA,Local Police Department,42.647438,-92.46273,2,2,Monday,August,27,2018
Strawberry Point City Police,Strawberry Point,IA,Local Police Department,42.682842,-91.53473,2,2,Monday,August,27,2018
Waterloo Police Department,Waterloo,IA,Local Police Department,42.499058,-92.332184,120,130,Monday,August,27,2018
New Hampton Police Department,New Hampton,IA,Local Police Department,43.058865,-92.31385,7,7,Monday,August,27,2018
Waverly Police Department - Headquarters,Waverly,IA,Local Police Department,42.72654,-92.465996,16,17,Monday,August,27,2018
Cresco Police Department,Cresco,IA,Local Police Department,43.37337,-92.115074,7,7,Tuesday,August,28,2018
Denison Police Department,Denison,IA,Local Police Department,42.01758,-95.3569,13,18,Tuesday,August,28,2018
Bloomfield Police Department,Bloomfield,IA,Local Police Department,40.750874,-92.41596,5,5,Tuesday,August,28,2018
Grundy Center Police Department,Grundy Center,IA,Local Police Department,42.363132,-92.773155,4,4,Tuesday,August,28,2018
Manson Town Police Department,Manson,IA,Local Police Department,42.529488,-94.53272,4,4,Tuesday,August,28,2018
Keokuk Police Department,Keokuk,IA,Local Police Department,40.400948,-91.39103,22,31,Tuesday,August,28,2018
Northwood Police Department,Northwood,IA,Local Police Department,43.444225,-93.21975,4,4,Tuesday,August,28,2018
Marion Police Department,Marion,IA,Local Police Department,42.035168,-91.570465,41,50,Tuesday,August,28,2018
Lake Mills Police Department,Lake Mills,IA,Local Police Department,43.41699,-93.53541,5,5,Tuesday,August,28,2018
West Bend Police Department,West Bend,IA,Local Police Department,42.957706,-94.4455,1,1,Tuesday,August,28,2018
Sergeant Bluff Police Department,Sergeant Bluff,IA,Local Police Department,42.404842,-96.36124,8,9,Wednesday,August,29,2018
New Sharon Police Department,New Sharon,IA,Local Police Department,41.469627,-92.65174,1,1,Wednesday,August,29,2018
Osage Police Department,Osage,IA,Local Police Department,43.28378,-92.81509,6,7,Wednesday,August,29,2018
Miami Police Department,Miami,AZ,Local Police Department,33.397713,-110.87396,7,11,Wednesday,July,11,2018
Contra Costa Community College District Police - Los Medanos College Campus Substation,Pittsburg,CA,Special Jurisdiction,38.005375,-121.862495,-999,-999,Monday,July,16,2018
Mammoth Spring Police Department,Mammoth Spring,AR,Local Police Department,36.49507,-91.54063,2,2,Wednesday,May,16,2018
University Of Central Florida Police Department,Orlando,FL,Special Jurisdiction,28.59203,-81.19587,64,89,Wednesday,May,30,2018
New College Of Florida Police Department,Sarasota,FL,Special Jurisdiction,27.386843,-82.56052,15,20,Wednesday,May,30,2018
University Of North Florida Police Department,Jacksonville,FL,Special Jurisdiction,30.267054,-81.51226,28,38,Wednesday,May,30,2018
Sarasota School Police Department,Sarasota,FL,Special Jurisdiction,27.279617,-82.5315,1,77,Wednesday,May,30,2018
Tampa International Airport Police Department,Tampa,FL,Special Jurisdiction,27.979975,-82.534775,80,164,Wednesday,May,30,2018
Florida Highway Patrol General Headquarters,Tallahassee,FL,Primary State Agency,30.42801,-84.2316,1606,2107,Wednesday,May,30,2018
Florida School For The Deaf And Blind Police Department,Saint Augustine,FL,Special Jurisdiction,29.913769,-81.31588,11,19,Wednesday,May,30,2018
Telluride Marshals Office,Telluride,CO,Constable/Marshal,37.936356,-107.809845,9,14,Wednesday,May,23,2018
Lanier County Board Of Education Police,Lakeland,GA,Special Jurisdiction,31.038658,-83.07554,1,1,Friday,June,1,2018
Atlanta Metropolitan College Campus Police,Atlanta,GA,Special Jurisdiction,33.709846,-84.40546,3,16,Friday,June,1,2018
Armstrong Atlantic State University Police Department,Savannah,GA,Special Jurisdiction,31.978964,-81.15973,13,18,Friday,June,1,2018
Stone Mountain Police Department,Stone Mountain,GA,Special Jurisdiction,33.804974,-84.16985,19,23,Friday,June,1,2018
Columbus State University Police Dept.,Columbus,GA,Special Jurisdiction,32.49906,-84.94436,25,37,Tuesday,August,14,2018
Randolph County School Police,Cuthbert,GA,Special Jurisdiction,31.760649,-84.79267,1,1,Wednesday,August,15,2018
Georgia Insurance And Safety Fire Commissioners Office,Atlanta,GA,Special Jurisdiction,33.74995,-84.38673,24,27,Friday,June,1,2018
Georgia Department Of Natural Resources - Parks Division,Atlanta,GA,Special Jurisdiction,33.749676,-84.385925,94,94,Friday,June,1,2018
